0.00  10 |	0.01	63.87	4297	99215	29675	11080	244055
0.01  10 |	0.02	64.27	4255	98652	29305	10897	237263
0.02  10 |	0.02	64.64	4246	98576	29199	10855	234608
0.03  10 |	0.02	66.74	4210	98189	28632	10491	222252
0.04  10 |	0.02	68.73	4196	97971	28294	10310	213353
0.05  10 |	0.02	73.35	4155	97327	27288	9812	194125
0.06  10 |	0.02	75.37	4137	97058	26902	9612	186428
0.07  10 |	0.02	79.34	4084	96279	26107	9221	170823
0.08  10 |	0.02	81.65	4060	95882	25700	9037	163090
0.09  10 |	0.02	83.29	4047	95605	25408	8904	158283
0.10  10 |	0.02	85.91	4021	95090	24910	8641	150638
0.11  10 |	0.02	88.03	3977	94519	24396	8283	143007
0.12  10 |	0.02	89.04	3967	94304	24244	8168	140366
0.13  10 |	0.02	90.69	3940	93886	23887	7969	135369
0.14  10 |	0.02	92.1	3934	93667	23693	7894	132519
0.15  10 |	0.02	95.73	3900	92857	23014	7498	124472
0.16  10 |	0.02	96.74	3881	92554	22765	7363	121695
0.17  10 |	0.03	101.38	3806	91225	21828	6811	110434
0.18  10 |	0.03	103	3773	90648	21492	6577	106372
0.19  10 |	0.03	103.41	3759	90417	21367	6495	105018
0.20  10 |	0.03	104.01	3738	90104	21212	6361	103025
0.21  10 |	0.03	104.87	3733	89923	21098	6302	101750
0.22  10 |	0.03	106.79	3691	89239	20659	6073	97153
0.23  10 |	0.03	108.13	3670	88807	20380	5951	94561
0.24  10 |	0.03	112.46	3624	87722	19728	5585	87847
0.25  10 |	0.03	113.56	3605	87339	19545	5488	85806
0.26  10 |	0.03	114.33	3592	87105	19393	5420	84452
0.27  10 |	0.03	115.54	3568	86671	19160	5302	82158
0.28  10 |	0.03	117	3557	86312	18986	5186	80406
0.29  10 |	0.03	118.91	3515	85520	18604	4956	76825
0.30  10 |	0.03	118.91	3515	85520	18604	4956	76825
0.31  10 |	0.03	119.96	3499	85120	18465	4890	75205
0.32  10 |	0.04	122.31	3433	83858	17875	4579	70473
0.33  10 |	0.04	124.57	3412	83365	17606	4384	68056
0.34  10 |	0.04	125.26	3373	82770	17353	4293	65807
0.35  10 |	0.04	126.56	3349	82271	17137	4181	63950
0.36  10 |	0.04	127.27	3320	81717	16948	4074	62263
0.37  10 |	0.04	128.78	3300	81216	16720	4011	60531
0.38  10 |	0.04	129.3	3285	80919	16590	3941	59643
0.39  10 |	0.04	131.57	3238	79854	16154	3724	56571
0.40  10 |	0.04	133.45	3222	79282	15910	3587	55070
