9

0  	0.93672  	0.83250  	0.95752  	0.87438
0.049  	1.10998  	1.14694  	1.06123  	1.07350
0.09  	1.01720  	0.89845  	1.04635  	1.03940
0.145  	0.99894  	1.00953  	0.97488  	0.96159
0.2  	0.95674  	1.02928  	0.93556  	1.01186
0.265  	1.08168  	1.11889  	1.06656  	0.96034
0.332  	1.17795  	1.12527  	1.08135  	0.94005
0.43  	1.18316  	1.23957  	1.05479  	0.88624
0.6  	1.57340  	1.38496  	1.23302  	1.22109
1.2
