Fit 12
peak	1.4	1.61	1.9
muL	0	0.25	1
muPeak	0.65	0.82	1.25
muR	0	0.1	1
nuL	0.5	1.4	2.5
nuR	0.5	1.7	2.5
bo1	-0.1	0	0.11
bs1	-0.15	0.014	0.2
bc1	-0.06	-0.007	0.04
sl1	0.05	0.09	0.11
sh1	0.03	0.035	0.07
bo2	-0.15	0.08	0.45
bs2	-0.5	-0.037	0.3
bc2	-0.15	0.002	0.2
sl2	0.1	0.16	0.4
sh2	0.01	0.08	0.3
fl	0.5	0.92	1
fh	0	0.84	1
bfrac	0.001	0.06	0.3
bmean	-0.2	0.1	-0.65
bsigr	0.1	0.6	1
bsigl	0.3	0.3	1.1
bpow	0.07	0.7	-2.2
bsigpow	1	1.38	-3
