Fit 1
peak	1.6	1.98	2.1
muL	1	1.55	1.6
muPeak	0.15	0.21	0.5
muR	0	0.025	-1
nuL	3	9	11
nuR	0.8	1.5	2.2
bo1	1.3	1.7	2.1
bs1	-1.5	-0.75	-0.2
bc1	-0.2	0	-0.3
sl1	0.1	0.4	0.6
sh1	0.001	0.003	0.05
bo2	0.8	1.4	2
bs2	-1.1	-0.4	0.3
bc2	-0.4	-0.1	-10.1
sl2	0.6	0.7	-1
sh2	0.01	0.03	0.1
fl	0	0.5	1
fh	0.2	0.7	-1
bfrac	0.005	0.04	-0.12
bmean	0	0.5	1.4
bsigr	1	2.5	3
bsigl	0.3	0.7	1.1
bpow	0.2	1.1	2.5
bsigpow	1	5	-10
