Fit 0
peak	1.7	1.86	-2.2
muL	1	1.12	-1.6
muPeak	0.18	0.4	0.52
muR	0	0.01	-1
nuL	3	5	-11
nuR	0.8	1.1	2.2
bo1	-0.03	0.049	-0.1
bs1	-0.05	-0.025	0.02
bc1	0	0	-1
sl1	0.07	0.14	0.19
sh1	0.01	0.04	0.06
bo2	-0.2	0.22	1.2
bs2	-0.8	-0.08	0.4
bc2	-0.1	0	-0.2
sl2	0.1	0.18	0.5
sh2	0.01	0.2	0.4
fl	0.7	0.85	1
fh	0.7	0.96	1
bfrac	0.03	0.05	0.08
bmean	-0.4	-0.1	0.9
bsigr	0.5	1.2	2
bsigl	0.3	0.28	1.1
bpow	0.05	0.8	-2.2
bsigpow	1	5	-10
