0   1	|	0	3	0	0	1	0.00
0   2	|	2	28	6	0	6	0.14
0   3	|	0	4	0	0	2	0.00
0   4	|	0	7	4	0	2	0.00
0   5	|	1	9	3	0	1	0.20
0   7	|	0	4	0	0	1	0.00
0   8	|	0	1	0	0	2	0.00
0   9	|	0	2	0	7	5	0.00
0   10	|	0	10	1	1	3	0.00
0   12	|	1	1	0	2	3	0.17
0   13	|	0	8	2	2	4	0.00
0   14	|	0	0	0	0	1	0.00
0   15	|	0	5	2	0	2	0.00
0   17	|	0	1	0	0	0	 - 
0   18	|	0	0	0	0	1	0.00
0   22	|	0	1	2	1	6	0.00
0   23	|	0	3	1	1	6	0.00
0   24	|	0	0	0	0	1	0.00
0   28	|	0	1	0	0	0	 - 
0   30	|	0	0	1	0	5	0.00
0   34	|	0	0	0	0	4	0.00
0   35	|	0	2	0	0	1	0.00
0   36	|	0	0	0	1	3	0.00
0   37	|	0	10	3	1	6	0.00
0   38	|	0	0	0	0	1	0.00
0   40	|	0	2	1	6	10	0.00
0   41	|	1	4	0	6	14	0.05
0   43	|	0	1	0	0	0	 - 
0   52	|	0	0	1	0	1	0.00
0   53	|	0	1	1	1	0	0.00

1   1	|	0	7	0	0	0	 - 
1   2	|	2	49	3	0	10	0.13
1   3	|	0	13	1	0	2	0.00
1   4	|	0	10	2	0	3	0.00
1   5	|	0	13	2	1	2	0.00
1   7	|	0	5	3	0	7	0.00
1   8	|	0	1	0	0	2	0.00
1   9	|	0	3	2	9	7	0.00
1   10	|	2	22	5	1	4	0.17
1   12	|	0	3	1	2	5	0.00
1   13	|	0	11	1	2	12	0.00
1   14	|	0	0	0	0	1	0.00
1   15	|	0	7	1	0	6	0.00
1   22	|	0	1	1	2	5	0.00
1   23	|	0	5	0	1	5	0.00
1   24	|	0	0	0	0	1	0.00
1   28	|	0	2	1	0	4	0.00
1   30	|	0	1	0	1	3	0.00
1   32	|	0	0	0	0	1	0.00
1   33	|	0	2	0	0	0	 - 
1   34	|	0	1	0	0	5	0.00
1   35	|	0	1	1	0	2	0.00
1   36	|	0	2	1	1	5	0.00
1   37	|	0	17	2	0	4	0.00
1   38	|	0	0	1	0	2	0.00
1   40	|	0	3	4	4	13	0.00
1   41	|	0	2	3	1	19	0.00
1   43	|	0	0	0	0	2	0.00
1   52	|	0	3	1	2	2	0.00
1   53	|	0	1	0	1	3	0.00

10   1	|	7	142	13	0	23	0.16
10   2	|	0	10	3	0	1	0.00
10   3	|	10	226	26	1	42	0.13
10   4	|	0	11	2	0	2	0.00
10   5	|	1	2	1	0	3	0.20
10   6	|	0	6	0	0	1	0.00
10   7	|	2	91	14	1	29	0.04
10   8	|	0	6	0	0	1	0.00
10   9	|	3	74	11	5	18	0.08
10   10	|	0	4	0	0	5	0.00
