0   1	|	0	1	1	0	1	0.00
0   2	|	7	6	5	0	1	0.54
0   3	|	1	1	0	0	0	1.00
0   4	|	0	0	2	0	0	0.00
0   5	|	0	4	2	0	1	0.00
0   7	|	0	0	1	0	2	0.00
0   8	|	0	1	0	0	0	 - 
0   9	|	1	1	0	4	0	0.20
0   10	|	2	0	0	0	3	0.40
0   13	|	1	1	1	0	3	0.20
0   14	|	0	0	0	0	1	0.00
0   15	|	1	1	1	2	0	0.25
0   22	|	0	0	0	1	0	0.00
0   23	|	0	1	0	0	2	0.00
0   33	|	0	0	1	0	0	0.00
0   34	|	0	1	0	0	1	0.00
0   35	|	0	1	0	0	1	0.00
0   36	|	0	0	0	1	1	0.00
0   37	|	1	1	0	0	0	1.00
0   40	|	0	0	1	0	1	0.00
0   41	|	0	0	0	3	1	0.00
0   52	|	0	0	0	0	1	0.00

1   1	|	4	0	2	0	1	0.57
1   2	|	3	7	5	0	2	0.30
1   3	|	1	1	0	0	0	1.00
1   4	|	0	3	1	0	0	0.00
1   5	|	0	1	2	0	1	0.00
1   7	|	2	2	2	1	2	0.29
1   8	|	0	2	0	0	0	 - 
1   9	|	0	0	2	1	0	0.00
1   10	|	5	3	2	0	3	0.50
1   12	|	0	1	1	1	2	0.00
1   13	|	0	2	1	0	5	0.00
1   15	|	0	2	0	1	1	0.00
1   17	|	0	0	1	0	0	0.00
1   22	|	0	0	1	1	0	0.00
1   23	|	0	2	1	0	2	0.00
1   32	|	0	0	0	0	1	0.00
1   34	|	1	0	0	0	0	1.00
1   35	|	0	2	0	0	1	0.00
1   36	|	0	0	1	1	3	0.00
1   37	|	2	6	1	0	1	0.50
1   40	|	0	1	2	1	4	0.00
1   41	|	0	1	1	0	6	0.00
1   52	|	0	0	1	0	0	0.00
1   53	|	0	0	0	0	2	0.00

10   1	|	12	16	6	0	6	0.50
10   2	|	4	1	0	0	0	1.00
10   3	|	38	33	20	5	18	0.47
10   4	|	0	1	0	0	1	0.00
10   5	|	1	0	1	0	0	0.50
10   6	|	0	1	1	0	0	0.00
10   7	|	15	20	3	1	4	0.65
10   8	|	0	2	1	0	0	0.00
10   9	|	5	7	6	2	3	0.31
10   11	|	2	2	0	0	0	1.00
10   12	|	13	6	6	2	9	0.43
10   13	|	3	8	4	1	6	0.21
10   14	|	2	4	0	2	2	0.33
10   15	|	0	1	0	0	1	0.00
10   16	|	0	1	0	0	0	 - 
10   22	|	3	2	0	2	4	0.33
10   23	|	0	0	2	3	4	0.00
10   24	|	1	0	1	1	0	0.33
10   28	|	0	0	0	1	0	0.00
10   29	|	1	0	0	0	0	1.00
10   30	|	0	1	2	0	2	0.00
10   32	|	2	4	2	0	2	0.33
10   33	|	0	0	2	0	0	0.00
10   34	|	14	15	2	0	4	0.70
10   35	|	1	2	0	1	1	0.33
10   36	|	6	3	4	1	2	0.46
10   37	|	2	2	1	1	3	0.29
10   39	|	1	1	1	0	0	0.50
10   40	|	4	1	3	1	4	0.33
10   41	|	18	9	14	4	22	0.31
10   42	|	1	5	3	1	7	0.08
10   43	|	0	0	1	0	0	0.00
10   44	|	1	1	0	0	0	1.00
10   48	|	1	3	5	1	2	0.11
10   49	|	0	1	0	0	1	0.00
10   52	|	0	0	1	1	1	0.00
10   53	|	0	0	0	0	9	0.00

11   1	|	43	32	17	0	9	0.62
11   2	|	2	4	2	1	1	0.33
11   3	|	67	64	29	0	22	0.57
11   4	|	2	2	1	0	0	0.67
11   5	|	0	1	0	0	0	 - 
11   6	|	0	2	0	0	0	 - 
11   7	|	25	25	29	2	12	0.37
11   8	|	1	1	0	0	0	1.00
11   9	|	24	15	5	2	9	0.60
11   10	|	1	0	0	0	0	1.00
11   11	|	1	2	0	0	0	1.00
11   12	|	11	17	12	4	14	0.27
11   13	|	2	4	6	3	13	0.08
11   14	|	1	2	2	1	3	0.14
11   15	|	2	2	1	1	4	0.25
11   17	|	3	0	0	0	0	1.00
11   18	|	0	0	0	0	1	0.00
11   22	|	5	4	10	6	9	0.17
11   23	|	1	4	4	3	13	0.05
11   24	|	4	3	2	2	3	0.36
11   29	|	0	0	0	1	0	0.00
11   30	|	1	0	0	1	0	0.50
11   32	|	4	6	2	0	7	0.31
11   33	|	1	2	0	0	0	1.00
11   34	|	25	25	16	2	12	0.45
11   35	|	2	1	0	1	1	0.50
11   36	|	16	11	7	2	6	0.52
11   37	|	4	1	1	0	4	0.44
11   38	|	1	0	0	0	1	0.50
11   39	|	2	0	0	0	1	0.67
11   40	|	8	11	8	2	14	0.25
11   41	|	32	33	24	7	37	0.32
11   42	|	4	7	6	2	15	0.15
11   43	|	4	4	3	2	6	0.27
11   44	|	0	1	1	0	2	0.00
11   48	|	5	5	5	2	7	0.26
11   49	|	0	0	1	0	1	0.00
11   50	|	0	0	0	1	0	0.00
11   52	|	0	0	3	2	4	0.00
11   53	|	1	3	5	5	16	0.04

12   1	|	23	22	9	0	9	0.56
12   3	|	45	44	18	0	16	0.57
12   5	|	0	1	0	0	1	0.00
12   6	|	0	1	1	0	0	0.00
12   7	|	25	17	12	3	9	0.51
12   8	|	0	0	0	0	1	0.00
12   9	|	9	14	10	0	4	0.39
12   11	|	1	1	3	0	0	0.25
12   12	|	7	9	4	4	8	0.30
12   13	|	3	6	2	1	5	0.27
12   14	|	0	1	2	0	6	0.00
12   15	|	0	0	1	1	2	0.00
12   18	|	0	0	0	0	1	0.00
12   22	|	3	3	5	2	4	0.21
12   23	|	0	2	5	2	8	0.00
12   24	|	0	1	2	0	1	0.00
12   28	|	0	0	0	0	1	0.00
12   30	|	0	0	0	0	2	0.00
12   32	|	1	1	3	1	4	0.11
12   33	|	0	1	0	0	1	0.00
12   34	|	19	18	4	0	11	0.56
12   35	|	0	3	2	0	3	0.00
12   36	|	11	6	7	2	8	0.39
12   37	|	2	2	0	1	3	0.33
12   38	|	2	1	0	0	0	1.00
12   39	|	1	1	0	0	0	1.00
12   40	|	4	5	4	0	6	0.29
12   41	|	20	25	11	5	28	0.31
12   42	|	0	5	5	2	11	0.00
12   43	|	3	0	1	1	5	0.30
12   44	|	1	1	3	0	1	0.20
12   48	|	0	1	5	3	3	0.00
12   49	|	0	0	1	0	4	0.00
12   50	|	0	0	0	0	2	0.00
12   52	|	0	0	3	1	1	0.00
12   53	|	2	3	4	0	17	0.09

13   1	|	4	7	4	4	1	0.31
13   2	|	0	1	1	0	1	0.00
13   3	|	14	8	12	1	8	0.40
13   7	|	4	8	7	0	7	0.22
13   8	|	0	0	0	1	0	0.00
13   9	|	2	4	4	0	9	0.13
13   11	|	2	1	0	0	0	1.00
13   12	|	4	5	2	2	8	0.25
13   13	|	0	6	3	0	5	0.00
13   14	|	1	0	0	1	0	0.50
13   15	|	1	1	1	0	2	0.25
13   18	|	0	0	0	1	1	0.00
13   22	|	2	0	3	3	11	0.11
13   23	|	0	4	5	4	9	0.00
13   24	|	0	1	1	0	3	0.00
13   28	|	0	0	0	1	0	0.00
13   32	|	1	2	1	0	3	0.20
13   33	|	1	0	0	0	0	1.00
13   34	|	1	6	3	2	11	0.06
13   35	|	0	1	4	0	2	0.00
13   36	|	2	1	2	4	6	0.14
13   37	|	1	1	2	1	1	0.20
13   39	|	1	1	0	0	1	0.50
13   40	|	1	1	2	0	7	0.10
13   41	|	5	9	4	3	25	0.14
13   42	|	2	1	5	4	17	0.07
13   43	|	0	2	0	2	5	0.00
13   44	|	0	0	0	0	1	0.00
13   48	|	0	1	3	1	13	0.00
13   49	|	0	0	0	1	0	0.00
13   52	|	1	0	3	2	3	0.11
13   53	|	0	0	3	0	12	0.00

14   1	|	3	1	4	0	4	0.27
14   2	|	0	0	0	0	1	0.00
14   3	|	8	9	3	0	5	0.50
14   5	|	1	0	0	0	0	1.00
14   7	|	0	2	3	0	4	0.00
14   9	|	2	3	2	1	7	0.17
14   10	|	0	0	1	0	0	0.00
14   11	|	0	0	1	0	0	0.00
14   12	|	4	4	2	0	2	0.50
14   13	|	1	2	1	2	3	0.14
14   14	|	2	0	0	0	3	0.40
14   15	|	0	0	0	0	3	0.00
14   22	|	0	0	2	1	4	0.00
14   23	|	0	0	4	3	8	0.00
14   24	|	0	0	0	0	3	0.00
14   28	|	0	0	0	0	1	0.00
14   30	|	0	0	0	0	1	0.00
14   32	|	4	1	3	0	1	0.50
14   34	|	3	7	4	1	6	0.21
14   35	|	0	0	0	0	1	0.00
14   36	|	0	1	0	0	4	0.00
14   37	|	0	0	1	0	4	0.00
14   39	|	1	0	0	0	0	1.00
14   40	|	2	3	3	1	4	0.20
14   41	|	7	7	10	5	14	0.19
14   42	|	3	2	3	1	14	0.14
14   43	|	0	0	0	2	1	0.00
14   48	|	1	1	3	0	9	0.08
14   49	|	0	0	0	1	2	0.00
14   50	|	0	0	0	0	1	0.00
14   52	|	0	0	0	1	3	0.00
14   53	|	0	0	0	2	6	0.00

15   1	|	6	2	2	0	1	0.67
15   3	|	4	3	1	0	0	0.80
15   7	|	0	0	1	0	0	0.00
15   9	|	0	0	1	0	1	0.00
15   14	|	0	1	0	0	0	 - 
15   22	|	0	0	1	0	0	0.00
15   30	|	0	0	0	0	1	0.00
15   40	|	0	1	0	0	0	 - 
15   41	|	0	1	0	0	0	 - 
15   42	|	0	1	0	0	1	0.00
15   48	|	0	0	0	0	1	0.00
15   53	|	0	0	1	0	1	0.00

16   1	|	4	1	2	0	2	0.50
16   2	|	0	2	0	0	1	0.00
16   3	|	8	12	8	2	3	0.38
16   4	|	0	3	1	0	2	0.00
16   5	|	0	0	0	1	0	0.00
16   6	|	0	2	1	0	0	0.00
16   7	|	7	3	3	1	8	0.37
16   8	|	1	3	0	0	2	0.33
16   9	|	1	1	3	1	4	0.11
16   10	|	0	2	0	1	3	0.00
16   11	|	0	0	0	0	1	0.00
16   12	|	4	7	4	4	11	0.17
16   13	|	4	5	11	6	12	0.12
16   14	|	3	1	1	0	1	0.60
16   15	|	1	2	2	0	4	0.14
16   16	|	0	0	0	0	1	0.00
