Fit 10
peak	1.6	1.95	2.4
muL	1.1	1.56	1.8
muPeak	0.15	0.238	0.53
muR	0	0.01	1
nuL	7.5	11.2	13.5
nuR	0.1	0.7	1.7
bo1	-0.05	0.034	0.05
bs1	-0.04	-0.016	0.04
bc1	0	0	-1
sl1	0.07	0.12	0.25
sh1	0	0.03	1
bo2	-0.3	-0.07	0.3
bs2	-0.2	0.3	0.5
bc2	-0.3	-0.15	0.1
sl2	0.2	0.48	0.6
sh2	0.01	0.036	0.1
fl	0.8	1	1
fh	0.7	0.88	1
bfrac	0.003	0.008	0.06
bmean	-0.3	0.4	0.9
bsigr	1.5	4	15
bsigl	0.3	0.67	1.1
bpow	0.05	0.2	2.2
bsigpow	1	2	10
