Fit 11
peak	1.6	1.9	2.1
muL	0.8	1.3	1.9
muPeak	0.2	0.3	0.5
muR	0	0.05	-1
nuL	3	6	9
nuR	0	1.5	-1
bo1	1.3	1.6	1.9
bs1	-1.1	-0.7	-0.3
bc1	-0.15	-0.01	0.1
sl1	0.25	0.35	0.45
sh1	0.005	0.015	0.03
bo2	1.2	2.2	3.5
bs2	-1.8	-1.1	-0.4
bc2	0	0	-1
sl2	1.2	2	2.8
sh2	0	0.05	-1
fl	0.5	0.98	1
fh	0	1	-1
bfrac	0.02	0.18	0.5
bmean	0.2	0.5	0.6
bsigr	1	10	15
bsigl	0.1	0.3	0.4
bpow	0.2	1.1	2.5
bsigpow	1	5	10
