9

0  	0.93816  	0.84003  	0.96034  	0.88891
0.049  	1.11699  	1.15601  	1.06459  	1.09188
0.09  	1.02266  	0.90448  	1.05213  	1.05625
0.145  	1.00506  	1.01905  	0.98004  	0.97848
0.2  	0.96170  	1.03701  	0.94015  	1.02943
0.265  	1.08895  	1.13134  	1.07317  	0.97601
0.332  	1.18662  	1.13401  	1.08819  	0.95599
0.43  	1.19203  	1.24888  	1.06159  	0.90048
0.6  	1.58582  	1.39918  	1.24106  	1.23800
1.2
