0   8	|	0	1	0	0	0	0
0   9	|	0	1	0	0	0	0
0   10	|	0	0	0	0	0	2
0   24	|	0	1	0	0	0	0
0   37	|	0	0	0	0	0	1
0   40	|	0	0	0	0	0	1

1   2	|	1	2	0	0	0	1
1   5	|	0	0	0	0	0	1
1   12	|	0	1	0	0	0	0
1   13	|	0	0	0	0	0	1
1   30	|	0	1	0	0	0	0
1   40	|	0	0	0	0	0	1

10   1	|	0	0	1	1	0	0
10   3	|	0	0	2	1	0	1
10   9	|	0	1	0	0	0	0
10   12	|	1	0	0	1	0	0
10   15	|	0	0	0	1	0	1
10   22	|	0	1	0	0	0	1
10   30	|	1	0	0	0	0	0
10   35	|	0	1	0	0	0	0
10   37	|	0	0	1	0	0	0
10   40	|	0	0	0	1	0	0
10   41	|	1	1	1	0	0	3
10   42	|	0	0	0	0	1	0
10   48	|	0	1	0	2	0	0
10   53	|	0	1	0	0	0	0

11   1	|	0	0	0	0	0	1
11   3	|	0	1	1	3	1	0
11   9	|	0	0	0	0	0	1
11   12	|	0	0	0	0	1	1
11   13	|	0	2	1	0	0	1
11   14	|	0	0	0	1	0	0
11   15	|	0	0	1	0	0	0
11   22	|	0	0	1	0	0	0
11   34	|	0	0	0	0	1	0
11   37	|	0	0	0	0	0	1
11   38	|	0	0	1	0	0	0
11   40	|	1	0	0	0	0	0
11   41	|	0	1	0	0	0	0
11   42	|	0	1	0	0	0	3
11   43	|	0	1	0	0	0	0
11   48	|	0	1	0	0	1	2
11   53	|	0	0	2	2	0	3

12   1	|	1	0	0	1	0	0
12   3	|	0	0	0	0	0	1
12   5	|	0	0	0	0	0	1
12   7	|	0	2	0	0	0	0
12   22	|	0	0	0	2	0	0
12   23	|	0	1	0	0	0	0
12   24	|	0	0	0	0	0	1
12   34	|	0	0	0	0	1	1
12   36	|	0	1	0	1	0	1
12   40	|	0	0	0	0	1	0
12   41	|	0	0	0	0	0	1
12   42	|	0	1	0	0	0	0
12   43	|	0	0	1	0	0	0
12   48	|	0	1	0	0	0	0
12   49	|	0	1	0	1	0	0
12   52	|	0	0	0	1	0	0
