0   1	|	1	11	2	0	1	0.25
0   2	|	9	98	3	0	2	0.64
0   3	|	1	9	1	0	0	0.50
0   4	|	2	34	3	1	2	0.25
0   5	|	1	22	1	0	0	0.50
0   6	|	0	0	0	1	0	0.00
0   7	|	1	11	1	0	1	0.33
0   8	|	0	5	0	0	2	0.00
0   9	|	1	3	2	12	2	0.06
0   10	|	0	29	3	0	2	0.00
0   12	|	1	3	0	4	0	0.20
0   13	|	1	21	3	0	5	0.11
0   14	|	1	0	0	0	0	1.00
0   15	|	0	11	1	2	0	0.00
0   22	|	0	3	0	3	0	0.00
0   23	|	0	5	0	1	0	0.00
0   24	|	0	0	0	1	1	0.00
0   28	|	0	1	0	0	0	 - 
0   30	|	0	1	0	0	0	 - 
0   32	|	0	0	1	0	0	0.00
0   33	|	0	2	0	0	1	0.00
0   34	|	0	2	0	0	1	0.00
0   35	|	0	7	0	0	0	 - 
0   36	|	0	1	0	2	0	0.00
0   37	|	1	27	0	0	1	0.50
0   40	|	0	5	2	6	2	0.00
0   41	|	1	5	1	9	1	0.08
0   43	|	0	1	0	0	0	 - 
0   52	|	0	2	0	0	0	 - 
0   53	|	0	0	0	1	0	0.00

1   1	|	3	9	1	0	1	0.60
1   2	|	6	134	9	0	4	0.32
1   3	|	2	25	1	2	0	0.40
1   4	|	3	42	1	0	0	0.75
1   5	|	0	31	0	2	1	0.00
1   7	|	1	16	1	1	2	0.20
1   8	|	0	9	1	0	2	0.00
1   9	|	0	12	2	27	1	0.00
1   10	|	7	64	4	3	4	0.39
1   12	|	0	11	2	2	5	0.00
1   13	|	1	34	3	7	2	0.08
1   14	|	0	0	1	0	0	0.00
1   15	|	1	20	0	0	2	0.33
1   16	|	0	1	0	0	0	 - 
1   17	|	0	0	1	0	0	0.00
1   22	|	0	1	1	7	0	0.00
1   23	|	0	9	1	1	0	0.00
1   28	|	0	2	0	0	1	0.00
1   30	|	0	2	0	0	1	0.00
1   32	|	0	2	0	0	1	0.00
1   33	|	0	3	0	0	0	 - 
1   34	|	1	2	1	0	0	0.50
1   35	|	0	4	0	0	0	 - 
1   36	|	0	2	1	6	2	0.00
1   37	|	5	43	3	1	0	0.56
1   38	|	0	0	1	0	0	0.00
1   40	|	1	7	6	9	4	0.05
1   41	|	0	12	2	5	5	0.00
1   43	|	0	1	0	1	0	0.00
1   52	|	1	2	1	0	0	0.50
1   53	|	0	1	0	2	1	0.00

10   1	|	26	348	10	0	12	0.54
10   2	|	3	33	1	0	0	0.75
10   3	|	46	595	35	6	18	0.44
10   4	|	1	22	0	0	1	0.50
10   5	|	3	6	1	0	0	0.75
10   6	|	2	14	1	0	0	0.67
10   7	|	16	235	11	1	7	0.46
10   8	|	0	12	0	0	0	 - 
10   9	|	7	179	11	11	7	0.19
10   10	|	0	9	0	1	0	0.00
10   11	|	1	17	0	0	1	0.50
10   12	|	8	150	12	7	6	0.24
10   13	|	4	35	0	4	6	0.29
10   14	|	1	30	0	1	3	0.20
10   15	|	1	7	0	0	1	0.50
10   16	|	0	5	0	1	0	0.00
10   17	|	0	3	1	0	0	0.00
10   18	|	0	7	0	0	0	 - 
10   22	|	4	28	3	9	4	0.20
10   23	|	1	7	4	14	3	0.05
10   24	|	2	10	2	1	0	0.40
10   28	|	1	2	0	1	0	0.50
10   30	|	0	4	1	1	2	0.00
10   32	|	4	52	1	0	2	0.57
10   33	|	0	7	2	1	1	0.00
10   34	|	14	191	7	2	8	0.45
10   35	|	1	22	0	1	1	0.33
10   36	|	6	99	4	6	5	0.29
10   37	|	2	30	0	4	4	0.20
10   38	|	0	18	0	0	0	 - 
10   39	|	0	16	1	0	1	0.00
10   40	|	9	92	4	5	3	0.43
10   41	|	22	278	13	16	18	0.32
10   42	|	4	29	4	1	4	0.31
10   43	|	1	11	3	1	0	0.20
10   44	|	1	7	1	0	1	0.33
10   48	|	0	24	6	11	4	0.00
10   49	|	1	2	0	1	0	0.50
10   52	|	0	5	0	6	3	0.00
10   53	|	0	4	2	7	6	0.00

11   1	|	36	621	30	0	10	0.47
11   2	|	3	57	8	1	1	0.23
11   3	|	71	1006	51	6	25	0.46
11   4	|	3	21	2	0	1	0.50
11   5	|	0	13	0	0	0	 - 
11   6	|	1	34	2	0	0	0.33
11   7	|	25	474	24	6	17	0.35
11   8	|	1	12	1	0	1	0.33
11   9	|	31	366	17	12	11	0.44
11   10	|	1	5	1	3	0	0.20
11   11	|	3	34	0	0	0	1.00
11   12	|	10	273	16	11	10	0.21
11   13	|	2	56	6	8	7	0.09
11   14	|	5	54	1	2	3	0.45
11   15	|	1	36	3	5	5	0.07
11   16	|	0	5	0	0	1	0.00
11   17	|	2	3	0	0	0	1.00
11   18	|	0	14	0	0	2	0.00
11   22	|	4	76	11	25	11	0.08
11   23	|	3	27	7	16	9	0.09
11   24	|	3	23	1	8	4	0.19
11   28	|	0	3	0	1	0	0.00
11   29	|	0	0	0	1	0	0.00
11   30	|	0	6	1	1	1	0.00
11   32	|	6	82	3	3	7	0.32
11   33	|	1	10	1	0	0	0.50
11   34	|	21	340	18	3	15	0.37
11   35	|	2	21	0	2	2	0.33
11   36	|	15	192	11	11	8	0.33
11   37	|	3	49	5	4	5	0.18
11   38	|	0	35	0	1	1	0.00
11   39	|	2	9	1	0	0	0.67
11   40	|	9	170	13	8	8	0.24
11   41	|	40	574	50	30	29	0.27
11   42	|	4	71	10	8	19	0.10
11   43	|	4	43	3	4	3	0.29
11   44	|	1	34	0	0	2	0.33
11   48	|	6	40	8	19	12	0.13
11   49	|	0	3	2	3	2	0.00
11   50	|	0	1	0	1	0	0.00
11   52	|	0	10	3	6	5	0.00
11   53	|	1	28	14	12	18	0.02

12   1	|	26	396	14	2	8	0.52
12   2	|	0	35	0	0	0	 - 
12   3	|	58	755	32	12	18	0.48
12   4	|	0	22	1	0	0	0.00
12   5	|	0	6	0	1	1	0.00
12   6	|	2	15	1	0	0	0.67
12   7	|	34	287	22	6	9	0.48
12   8	|	0	3	0	0	1	0.00
12   9	|	11	222	14	7	3	0.31
12   10	|	0	3	1	1	1	0.00
12   11	|	2	24	3	0	0	0.40
12   12	|	11	170	9	13	8	0.27
12   13	|	5	28	3	1	10	0.26
12   14	|	0	26	3	2	3	0.00
12   15	|	1	12	2	3	1	0.14
12   16	|	0	3	0	0	0	 - 
12   17	|	0	1	0	0	0	 - 
12   18	|	0	5	0	1	0	0.00
12   22	|	5	44	12	10	10	0.14
12   23	|	1	9	5	11	5	0.05
12   24	|	1	12	1	4	1	0.14
12   28	|	0	1	0	0	0	 - 
12   29	|	0	1	0	0	0	 - 
12   30	|	0	2	0	0	0	 - 
12   32	|	1	53	3	7	5	0.06
12   33	|	0	6	1	0	1	0.00
12   34	|	20	243	9	8	12	0.41
12   35	|	2	16	2	3	4	0.18
12   36	|	11	131	9	10	8	0.29
12   37	|	4	31	1	4	0	0.44
12   38	|	1	15	1	1	0	0.33
12   39	|	0	10	0	2	0	0.00
12   40	|	5	126	10	8	7	0.17
12   41	|	31	380	26	30	24	0.28
12   42	|	3	28	12	6	15	0.08
12   43	|	2	19	2	1	6	0.18
12   44	|	2	11	3	1	0	0.33
12   48	|	1	15	8	9	7	0.04
12   49	|	0	2	1	1	4	0.00
12   50	|	0	1	0	0	1	0.00
12   52	|	0	0	2	2	6	0.00
12   53	|	1	7	9	8	20	0.03

13   1	|	10	108	7	4	0	0.48
13   2	|	1	9	1	1	1	0.25
13   3	|	18	186	14	11	8	0.35
13   4	|	1	9	1	0	0	0.50
13   5	|	0	3	0	0	0	 - 
13   6	|	0	8	0	1	0	0.00
13   7	|	6	86	10	6	8	0.20
13   8	|	0	7	0	1	0	0.00
13   9	|	3	61	3	2	7	0.20
13   10	|	0	5	0	0	1	0.00
13   11	|	0	7	0	1	0	0.00
13   12	|	3	46	2	12	7	0.13
13   13	|	1	28	2	2	4	0.11
13   14	|	0	15	1	2	0	0.00
13   15	|	1	7	2	1	1	0.20
13   16	|	0	1	1	0	0	0.00
13   17	|	0	0	0	1	0	0.00
13   18	|	0	2	1	2	1	0.00
13   22	|	3	14	4	13	9	0.10
13   23	|	0	5	7	17	10	0.00
13   24	|	0	1	4	3	1	0.00
13   28	|	0	1	0	3	0	0.00
13   29	|	0	0	0	0	1	0.00
13   30	|	0	2	0	1	2	0.00
13   32	|	0	22	3	5	3	0.00
13   33	|	0	7	0	3	1	0.00
13   34	|	3	68	3	8	8	0.14
13   35	|	1	20	3	3	2	0.11
13   36	|	4	36	5	15	4	0.14
13   37	|	2	12	5	6	2	0.13
13   38	|	0	3	0	0	0	 - 
13   39	|	1	3	1	0	2	0.25
13   40	|	2	27	5	3	5	0.13
13   41	|	5	117	7	33	18	0.08
13   42	|	1	25	10	14	16	0.02
13   43	|	0	6	1	2	3	0.00
13   44	|	0	5	0	1	1	0.00
13   48	|	2	6	6	5	10	0.09
13   49	|	0	2	0	0	0	 - 
13   50	|	0	1	0	0	0	 - 
13   52	|	1	2	2	6	4	0.08
13   53	|	0	3	4	8	10	0.00

14   1	|	4	75	3	1	3	0.36
