0   1	|	0	1	0	0	0	 - 
0   2	|	2	17	0	0	0	1.00
0   3	|	0	2	0	0	0	 - 
0   4	|	0	5	0	0	0	 - 
0   5	|	1	5	1	0	0	0.50
0   7	|	0	1	0	0	0	 - 
0   8	|	0	1	0	0	1	0.00
0   9	|	0	1	0	4	1	0.00
0   10	|	0	3	0	0	2	0.00
0   12	|	1	0	0	2	0	0.33
0   13	|	0	2	0	0	0	 - 
0   15	|	0	2	1	0	0	0.00
0   22	|	0	1	0	1	0	0.00
0   23	|	0	2	0	0	0	 - 
0   24	|	0	0	0	0	1	0.00
0   35	|	0	2	0	0	0	 - 
0   37	|	0	3	0	0	1	0.00
0   40	|	0	1	1	2	1	0.00
0   41	|	1	1	0	0	0	1.00
0   43	|	0	1	0	0	0	 - 
0   53	|	0	0	0	1	0	0.00

1   1	|	0	2	0	0	0	 - 
1   2	|	2	23	0	0	4	0.33
1   3	|	0	7	0	0	0	 - 
1   4	|	0	5	0	0	0	 - 
1   5	|	0	4	0	0	1	0.00
1   7	|	0	1	1	0	0	0.00
1   8	|	0	1	0	0	0	 - 
1   9	|	0	2	0	4	0	0.00
1   10	|	2	10	2	1	0	0.40
1   12	|	0	1	0	1	1	0.00
1   13	|	0	5	0	0	1	0.00
1   15	|	0	3	0	0	0	 - 
1   22	|	0	1	0	0	0	 - 
1   23	|	0	3	0	0	0	 - 
1   30	|	0	1	0	0	1	0.00
1   34	|	0	1	0	0	0	 - 
1   37	|	0	9	2	0	0	0.00
1   38	|	0	0	1	0	0	0.00
1   40	|	0	1	0	2	1	0.00
1   41	|	0	2	1	1	0	0.00

10   1	|	6	67	1	0	2	0.67
10   2	|	0	3	1	0	0	0.00
10   3	|	5	95	5	0	4	0.36
10   4	|	0	2	0	0	0	 - 
10   5	|	1	1	0	0	0	1.00
10   6	|	0	2	0	0	0	 - 
10   7	|	1	35	1	0	0	0.50
10   8	|	0	3	0	0	0	 - 
10   9	|	2	26	2	3	1	0.25
10   10	|	0	2	0	0	0	 - 
10   11	|	0	3	0	0	0	 - 
10   12	|	3	23	2	1	2	0.38
10   13	|	0	6	0	0	0	 - 
10   14	|	1	10	0	1	0	0.50
10   15	|	0	1	0	0	2	0.00
10   16	|	0	1	0	0	0	 - 
10   22	|	1	7	1	0	2	0.25
10   23	|	0	1	1	1	0	0.00
10   24	|	0	2	0	0	0	 - 
10   30	|	0	1	1	0	1	0.00
10   32	|	1	7	1	0	0	0.50
10   33	|	0	0	0	1	0	0.00
10   34	|	2	33	1	1	0	0.50
10   35	|	0	4	0	1	1	0.00
10   36	|	2	15	1	0	0	0.67
10   37	|	0	8	0	2	1	0.00
10   38	|	0	3	0	0	0	 - 
10   39	|	0	3	0	0	0	 - 
10   40	|	4	18	0	2	1	0.57
10   41	|	2	43	3	1	6	0.17
10   42	|	0	3	0	0	1	0.00
10   43	|	0	2	0	0	0	 - 
10   44	|	0	1	1	0	0	0.00
10   48	|	0	6	0	4	3	0.00
10   49	|	0	1	0	0	0	 - 
10   52	|	0	1	0	0	0	 - 
10   53	|	0	0	0	3	1	0.00

11   1	|	5	96	3	0	1	0.56
11   2	|	1	7	1	0	0	0.50
11   3	|	17	183	13	0	6	0.47
11   4	|	0	2	0	0	0	 - 
11   5	|	0	3	0	0	0	 - 
11   6	|	1	8	0	0	0	1.00
11   7	|	3	93	5	2	0	0.30
11   8	|	0	1	1	0	0	0.00
11   9	|	3	63	5	2	1	0.27
11   10	|	0	1	1	1	0	0.00
11   11	|	0	9	0	0	0	 - 
11   12	|	2	49	5	1	2	0.20
11   13	|	0	12	2	2	4	0.00
11   14	|	1	9	0	0	1	0.50
11   15	|	0	5	0	1	1	0.00
11   17	|	1	0	0	0	0	1.00
11   18	|	0	3	0	0	0	 - 
11   22	|	0	10	1	5	1	0.00
11   23	|	2	3	1	2	0	0.40
11   24	|	0	4	0	1	0	0.00
11   30	|	0	1	0	1	0	0.00
11   32	|	1	11	1	0	0	0.50
11   33	|	0	3	1	0	0	0.00
11   34	|	3	57	2	0	1	0.50
11   35	|	0	2	0	0	0	 - 
11   36	|	2	36	3	1	0	0.33
11   37	|	0	11	0	0	1	0.00
11   38	|	0	5	0	0	1	0.00
11   39	|	1	3	0	0	0	1.00
11   40	|	1	31	1	1	1	0.25
11   41	|	5	75	9	6	1	0.24
11   42	|	0	11	3	2	4	0.00
11   43	|	1	3	1	1	1	0.25
11   44	|	0	9	0	0	0	 - 
11   48	|	0	3	1	0	4	0.00
11   49	|	0	1	1	0	0	0.00
11   52	|	0	1	1	0	0	0.00
11   53	|	0	4	2	3	7	0.00

12   1	|	4	58	3	0	2	0.44
12   2	|	0	7	0	0	0	 - 
12   3	|	9	129	6	2	1	0.50
12   4	|	0	3	0	0	0	 - 
12   5	|	0	0	0	0	1	0.00
12   6	|	2	6	0	0	0	1.00
12   7	|	1	28	5	0	2	0.13
12   9	|	3	31	3	2	0	0.38
12   10	|	0	0	0	1	0	0.00
12   11	|	0	2	0	0	0	 - 
12   12	|	3	23	1	1	0	0.60
12   13	|	1	4	0	0	0	1.00
12   14	|	0	8	0	0	0	 - 
12   15	|	1	5	0	1	0	0.50
12   16	|	0	1	0	0	0	 - 
12   18	|	0	2	0	0	0	 - 
12   22	|	0	11	2	1	2	0.00
12   23	|	0	1	0	1	1	0.00
12   24	|	0	5	0	1	1	0.00
